,DEPARTAMENTO,MUNICIPIO,CODIGO DANE,ARMAS MEDIOS,FECHA HECHO,GENERO,GRUPO ETARIO,CANTIDAD
1408,CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,CONTUNDENTES,28/01/2010,FEMENINO,ADULTOS,1
1409,CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,CONTUNDENTES,28/01/2010,MASCULINO,ADOLESCENTES,2
1410,CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,CONTUNDENTES,28/01/2010,MASCULINO,ADULTOS,1
1411,GUAJIRA,SAN JUAN DEL CESAR,44650000,CONTUNDENTES,28/01/2010,MASCULINO,ADULTOS,1
1412,META,VILLAVICENCIO (CT),50001000,CONTUNDENTES,28/01/2010,FEMENINO,ADULTOS,3
1413,NARIÑO,PASTO (CT),52001000,CONTUNDENTES,28/01/2010,FEMENINO,ADULTOS,1
1414,NORTE DE SANTANDER,CÚCUTA (CT),54001000,CONTUNDENTES,28/01/2010,FEMENINO,ADULTOS,1
1415,NORTE DE SANTANDER,OCAÑA,54498000,CONTUNDENTES,28/01/2010,FEMENINO,ADULTOS,1
1416,QUINDÍO,ARMENIA (CT),63001000,CONTUNDENTES,28/01/2010,FEMENINO,ADULTOS,1
1417,RISARALDA,PEREIRA (CT),66001000,CONTUNDENTES,28/01/2010,FEMENINO,ADULTOS,2
1418,RISARALDA,SANTA ROSA DE CABAL,66682000,CONTUNDENTES,28/01/2010,MASCULINO,ADULTOS,1
1419,SANTANDER,BARRANCABERMEJA,68081000,CONTUNDENTES,28/01/2010,FEMENINO,ADULTOS,1
1420,SANTANDER,BUCARAMANGA (CT),68001000,CONTUNDENTES,28/01/2010,FEMENINO,ADULTOS,1
1421,SANTANDER,CIMITARRA,68190000,CONTUNDENTES,28/01/2010,FEMENINO,ADOLESCENTES,1
1422,SANTANDER,CIMITARRA,68190000,CONTUNDENTES,28/01/2010,FEMENINO,ADULTOS,1
1423,SUCRE,SAMPUÉS,70670000,CONTUNDENTES,28/01/2010,FEMENINO,ADULTOS,1
1424,SUCRE,SINCELEJO (CT),70001000,CONTUNDENTES,28/01/2010,FEMENINO,ADULTOS,1
1425,TOLIMA,IBAGUÉ (CT),73001000,CONTUNDENTES,28/01/2010,FEMENINO,ADULTOS,1
1426,VALLE,CALI (CT),76001000,CONTUNDENTES,28/01/2010,FEMENINO,ADULTOS,6
1427,VALLE,CALI (CT),76001000,CONTUNDENTES,28/01/2010,MASCULINO,ADULTOS,1
1428,VALLE,EL CERRITO,76248000,CONTUNDENTES,28/01/2010,FEMENINO,ADULTOS,1
1429,VALLE,GUADALAJARA DE BUGA,76111000,CONTUNDENTES,28/01/2010,FEMENINO,ADULTOS,3
1430,VALLE,PALMIRA,76520000,CONTUNDENTES,28/01/2010,FEMENINO,ADULTOS,2
1431,CAQUETÁ,FLORENCIA (CT),18001000,CORTOPUNZANTES,28/01/2010,MASCULINO,ADULTOS,1
1432,ATLÁNTICO,SOLEDAD,8758000,NO REPORTA,28/01/2010,MASCULINO,ADULTOS,1
1433,SUCRE,SINCELEJO (CT),70001000,NO REPORTA,28/01/2010,FEMENINO,ADULTOS,1
1434,BOLÍVAR,CARTAGENA (CT),13001000,ARMA BLANCA / CORTOPUNZANTE,29/01/2010,MASCULINO,ADULTOS,1
1435,SANTANDER,GUACA,68318000,ARMA DE FUEGO,29/01/2010,MASCULINO,ADULTOS,1
1436,ANTIOQUIA,BELLO,5088000,CONTUNDENTES,29/01/2010,FEMENINO,ADULTOS,1
1437,ANTIOQUIA,HELICONIA,5347000,CONTUNDENTES,29/01/2010,MASCULINO,ADULTOS,1
1438,ANTIOQUIA,SAN ROQUE,5670000,CONTUNDENTES,29/01/2010,FEMENINO,ADULTOS,1
1439,ARAUCA,ARAUQUITA,81065000,CONTUNDENTES,29/01/2010,FEMENINO,ADULTOS,1
1440,ATLÁNTICO,SOLEDAD,8758000,CONTUNDENTES,29/01/2010,FEMENINO,ADULTOS,1
1441,BOYACÁ,TUNJA (CT),15001000,CONTUNDENTES,29/01/2010,FEMENINO,ADULTOS,1
1442,CASANARE,AGUAZUL,85010000,CONTUNDENTES,29/01/2010,FEMENINO,ADULTOS,1
1443,CASANARE,AGUAZUL,85010000,CONTUNDENTES,29/01/2010,MASCULINO,ADULTOS,1
1444,CASANARE,PORE,85263000,CONTUNDENTES,29/01/2010,FEMENINO,ADULTOS,1
1445,CESAR,VALLEDUPAR (CT),20001000,CONTUNDENTES,29/01/2010,FEMENINO,ADULTOS,2
1446,CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,CONTUNDENTES,29/01/2010,FEMENINO,ADOLESCENTES,1
1447,CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,CONTUNDENTES,29/01/2010,FEMENINO,ADULTOS,7
1448,CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,CONTUNDENTES,29/01/2010,MASCULINO,ADULTOS,1
1449,CUNDINAMARCA,CHÍA,25175000,CONTUNDENTES,29/01/2010,FEMENINO,ADULTOS,1
1450,HUILA,ISNOS,41359000,CONTUNDENTES,29/01/2010,FEMENINO,ADULTOS,1
1451,HUILA,NEIVA (CT),41001000,CONTUNDENTES,29/01/2010,FEMENINO,ADULTOS,1
1452,META,VILLAVICENCIO (CT),50001000,CONTUNDENTES,29/01/2010,FEMENINO,ADULTOS,3
1453,NARIÑO,IPIALES,52356000,CONTUNDENTES,29/01/2010,FEMENINO,ADULTOS,1
1454,NORTE DE SANTANDER,CÚCUTA (CT),54001000,CONTUNDENTES,29/01/2010,FEMENINO,ADULTOS,1
1455,PUTUMAYO,SIBUNDOY,86749000,CONTUNDENTES,29/01/2010,FEMENINO,ADULTOS,1
1456,RISARALDA,PEREIRA (CT),66001000,CONTUNDENTES,29/01/2010,FEMENINO,ADULTOS,2
1457,RISARALDA,SANTA ROSA DE CABAL,66682000,CONTUNDENTES,29/01/2010,MASCULINO,ADULTOS,1
1458,SANTANDER,BARRANCABERMEJA,68081000,CONTUNDENTES,29/01/2010,FEMENINO,ADULTOS,1
1459,SANTANDER,BUCARAMANGA (CT),68001000,CONTUNDENTES,29/01/2010,FEMENINO,ADULTOS,3
1460,SANTANDER,FLORIDABLANCA,68276000,CONTUNDENTES,29/01/2010,FEMENINO,ADULTOS,1
1461,SANTANDER,FLORIDABLANCA,68276000,CONTUNDENTES,29/01/2010,MASCULINO,ADULTOS,1
1462,SUCRE,SINCELEJO (CT),70001000,CONTUNDENTES,29/01/2010,FEMENINO,ADULTOS,2
1463,VALLE,CALI (CT),76001000,CONTUNDENTES,29/01/2010,FEMENINO,ADULTOS,5
1464,VALLE,CALI (CT),76001000,CONTUNDENTES,29/01/2010,MASCULINO,MENORES,1
1465,VALLE,CARTAGO,76147000,CONTUNDENTES,29/01/2010,MASCULINO,ADULTOS,1
1466,VALLE,GUADALAJARA DE BUGA,76111000,CONTUNDENTES,29/01/2010,FEMENINO,ADULTOS,1
1467,VALLE,TULUÁ,76834000,CONTUNDENTES,29/01/2010,FEMENINO,ADULTOS,1
1468,ANTIOQUIA,MEDELLÍN (CT),5001000,NO REPORTADO,29/01/2010,FEMENINO,ADULTOS,1
1469,BOYACÁ,SOGAMOSO,15759000,NO REPORTADO,29/01/2010,FEMENINO,ADULTOS,1
1470,GUAVIARE,SAN JOSÉ DEL GUAVIARE (CT),95001000,NO REPORTADO,29/01/2010,FEMENINO,ADULTOS,1
1471,GUAVIARE,SAN JOSÉ DEL GUAVIARE (CT),95001000,NO REPORTADO,29/01/2010,NO REPORTA,NO REPORTA,1
1472,SANTANDER,FLORIDABLANCA,68276000,NO REPORTADO,29/01/2010,FEMENINO,ADULTOS,1
1473,TOLIMA,IBAGUÉ (CT),73001000,NO REPORTADO,29/01/2010,FEMENINO,ADULTOS,1
1474,SUCRE,SINCELEJO (CT),70001000,NO REPORTA,29/01/2010,FEMENINO,ADULTOS,1
1475,ANTIOQUIA,LA ESTRELLA,5380000,ARMA BLANCA / CORTOPUNZANTE,30/01/2010,FEMENINO,ADULTOS,1
1476,ANTIOQUIA,MEDELLÍN (CT),5001000,CONTUNDENTES,30/01/2010,FEMENINO,ADULTOS,1
1477,ANTIOQUIA,MEDELLÍN (CT),5001000,CONTUNDENTES,30/01/2010,MASCULINO,ADULTOS,1
1478,ATLÁNTICO,BARRANQUILLA (CT),8001000,CONTUNDENTES,30/01/2010,MASCULINO,ADULTOS,1
1479,BOLÍVAR,CARTAGENA (CT),13001000,CONTUNDENTES,30/01/2010,FEMENINO,ADULTOS,2
1480,BOYACÁ,CHIQUINQUIRÁ,15176000,CONTUNDENTES,30/01/2010,FEMENINO,ADULTOS,1
1481,BOYACÁ,DUITAMA,15238000,CONTUNDENTES,30/01/2010,FEMENINO,ADULTOS,3
1482,BOYACÁ,GUATEQUE,15322000,CONTUNDENTES,30/01/2010,MASCULINO,ADULTOS,1
1483,BOYACÁ,TOCA,15814000,CONTUNDENTES,30/01/2010,FEMENINO,ADULTOS,1
1484,BOYACÁ,TUNJA (CT),15001000,CONTUNDENTES,30/01/2010,FEMENINO,ADULTOS,2
1485,BOYACÁ,UMBITA,15842000,CONTUNDENTES,30/01/2010,FEMENINO,ADULTOS,1
1486,BOYACÁ,VILLA DE LEYVA,15407000,CONTUNDENTES,30/01/2010,FEMENINO,ADULTOS,1
1487,CALDAS,LA DORADA,17380000,CONTUNDENTES,30/01/2010,MASCULINO,ADULTOS,1
1488,CAQUETÁ,FLORENCIA (CT),18001000,CONTUNDENTES,30/01/2010,FEMENINO,ADULTOS,1
1489,CAQUETÁ,PUERTO RICO,18592000,CONTUNDENTES,30/01/2010,FEMENINO,ADULTOS,1
1490,CAQUETÁ,PUERTO RICO,18592000,CONTUNDENTES,30/01/2010,MASCULINO,ADULTOS,1
1491,CÓRDOBA,MONTERÍA (CT),23001000,CONTUNDENTES,30/01/2010,FEMENINO,ADULTOS,1
1492,CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,CONTUNDENTES,30/01/2010,FEMENINO,ADULTOS,11
1493,CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,CONTUNDENTES,30/01/2010,FEMENINO,MENORES,1
1494,CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,CONTUNDENTES,30/01/2010,MASCULINO,ADOLESCENTES,1
1495,HUILA,NEIVA (CT),41001000,CONTUNDENTES,30/01/2010,FEMENINO,ADULTOS,1
1496,HUILA,NEIVA (CT),41001000,CONTUNDENTES,30/01/2010,FEMENINO,MENORES,1
1497,MAGDALENA,SANTA MARTA (CT),47001000,CONTUNDENTES,30/01/2010,FEMENINO,ADULTOS,1
1498,META,VILLAVICENCIO (CT),50001000,CONTUNDENTES,30/01/2010,FEMENINO,ADOLESCENTES,1
1499,META,VILLAVICENCIO (CT),50001000,CONTUNDENTES,30/01/2010,FEMENINO,ADULTOS,4
1500,NARIÑO,IPIALES,52356000,CONTUNDENTES,30/01/2010,FEMENINO,ADULTOS,1
1501,PUTUMAYO,SIBUNDOY,86749000,CONTUNDENTES,30/01/2010,FEMENINO,ADULTOS,1
1502,RISARALDA,DOSQUEBRADAS,66170000,CONTUNDENTES,30/01/2010,FEMENINO,ADULTOS,2
1503,RISARALDA,PEREIRA (CT),66001000,CONTUNDENTES,30/01/2010,FEMENINO,ADULTOS,1
1504,RISARALDA,SANTA ROSA DE CABAL,66682000,CONTUNDENTES,30/01/2010,FEMENINO,ADULTOS,1
1505,RISARALDA,SANTA ROSA DE CABAL,66682000,CONTUNDENTES,30/01/2010,MASCULINO,ADULTOS,1
1506,SANTANDER,BARRANCABERMEJA,68081000,CONTUNDENTES,30/01/2010,FEMENINO,ADULTOS,1
1507,SANTANDER,BUCARAMANGA (CT),68001000,CONTUNDENTES,30/01/2010,FEMENINO,ADULTOS,3
1508,SANTANDER,GIRÓN,68307000,CONTUNDENTES,30/01/2010,MASCULINO,MENORES,1
1509,SANTANDER,LEBRIJA,68406000,CONTUNDENTES,30/01/2010,FEMENINO,ADULTOS,1
1510,SANTANDER,PUERTO WILCHES,68575000,CONTUNDENTES,30/01/2010,FEMENINO,ADULTOS,1
1511,SUCRE,COROZAL,70215000,CONTUNDENTES,30/01/2010,FEMENINO,ADULTOS,2
1512,SUCRE,EL ROBLE,70233000,CONTUNDENTES,30/01/2010,FEMENINO,ADULTOS,1
1513,VALLE,CALI (CT),76001000,CONTUNDENTES,30/01/2010,FEMENINO,ADULTOS,3
1514,VALLE,CALI (CT),76001000,CONTUNDENTES,30/01/2010,MASCULINO,ADULTOS,1
1515,VALLE,EL CERRITO,76248000,CONTUNDENTES,30/01/2010,FEMENINO,ADULTOS,1
1516,VALLE,GUADALAJARA DE BUGA,76111000,CONTUNDENTES,30/01/2010,FEMENINO,ADOLESCENTES,1
1517,VALLE,PALMIRA,76520000,CONTUNDENTES,30/01/2010,FEMENINO,ADULTOS,1
1518,VALLE,PRADERA,76563000,CONTUNDENTES,30/01/2010,FEMENINO,ADULTOS,1
1519,VALLE,TULUÁ,76834000,CONTUNDENTES,30/01/2010,FEMENINO,ADULTOS,2
1520,HUILA,PITALITO,41551000,CORTOPUNZANTES,30/01/2010,FEMENINO,ADULTOS,1
1521,VICHADA,PUERTO CARREÑO (CT),99001000,NO REPORTADO,30/01/2010,FEMENINO,ADULTOS,1
1522,BOLÍVAR,CARTAGENA (CT),13001000,NO REPORTA,30/01/2010,MASCULINO,ADULTOS,1
1523,ANTIOQUIA,CHIGORODÓ,5172000,ARMA BLANCA / CORTOPUNZANTE,31/01/2010,FEMENINO,ADULTOS,1
1524,CASANARE,VILLANUEVA,85440000,ARMA BLANCA / CORTOPUNZANTE,31/01/2010,MASCULINO,ADULTOS,1
1525,RISARALDA,PEREIRA (CT),66001000,ARMA BLANCA / CORTOPUNZANTE,31/01/2010,FEMENINO,ADULTOS,1
1526,AMAZONAS,LETICIA (CT),91001000,CONTUNDENTES,31/01/2010,FEMENINO,ADULTOS,1
1527,ANTIOQUIA,ITAGUI,5360000,CONTUNDENTES,31/01/2010,FEMENINO,ADULTOS,1
1528,ANTIOQUIA,SANTA ROSA DE OSOS,5686000,CONTUNDENTES,31/01/2010,FEMENINO,ADULTOS,1
1529,ATLÁNTICO,BARRANQUILLA (CT),8001000,CONTUNDENTES,31/01/2010,FEMENINO,ADULTOS,2
1530,ATLÁNTICO,REPELÓN,8606000,CONTUNDENTES,31/01/2010,FEMENINO,ADULTOS,1
1531,ATLÁNTICO,SOLEDAD,8758000,CONTUNDENTES,31/01/2010,FEMENINO,ADULTOS,1
1532,BOLÍVAR,CARTAGENA (CT),13001000,CONTUNDENTES,31/01/2010,MASCULINO,ADULTOS,1
1533,BOYACÁ,DUITAMA,15238000,CONTUNDENTES,31/01/2010,FEMENINO,ADULTOS,2
1534,BOYACÁ,SOGAMOSO,15759000,CONTUNDENTES,31/01/2010,FEMENINO,ADULTOS,1
1535,BOYACÁ,TUNJA (CT),15001000,CONTUNDENTES,31/01/2010,FEMENINO,ADULTOS,3
1536,CALDAS,CHINCHINÁ,17174000,CONTUNDENTES,31/01/2010,FEMENINO,ADULTOS,1
1537,CALDAS,MANIZALES (CT),17001000,CONTUNDENTES,31/01/2010,FEMENINO,ADULTOS,1
1538,CALDAS,MANIZALES (CT),17001000,CONTUNDENTES,31/01/2010,MASCULINO,ADULTOS,1
1539,CAQUETÁ,FLORENCIA (CT),18001000,CONTUNDENTES,31/01/2010,FEMENINO,ADULTOS,1
1540,CASANARE,PORE,85263000,CONTUNDENTES,31/01/2010,MASCULINO,ADOLESCENTES,1
1541,CESAR,AGUACHICA,20011000,CONTUNDENTES,31/01/2010,FEMENINO,ADULTOS,1
1542,CESAR,CURUMANÍ,20228000,CONTUNDENTES,31/01/2010,FEMENINO,ADULTOS,1
1543,CESAR,VALLEDUPAR (CT),20001000,CONTUNDENTES,31/01/2010,FEMENINO,ADULTOS,3
1544,CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,CONTUNDENTES,31/01/2010,FEMENINO,ADULTOS,14
1545,CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,CONTUNDENTES,31/01/2010,MASCULINO,ADOLESCENTES,1
1546,CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,CONTUNDENTES,31/01/2010,MASCULINO,ADULTOS,1
1547,CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,CONTUNDENTES,31/01/2010,MASCULINO,MENORES,1
1548,HUILA,NEIVA (CT),41001000,CONTUNDENTES,31/01/2010,FEMENINO,ADULTOS,3
1549,HUILA,PITALITO,41551000,CONTUNDENTES,31/01/2010,FEMENINO,ADULTOS,1
1550,MAGDALENA,SANTA MARTA (CT),47001000,CONTUNDENTES,31/01/2010,FEMENINO,ADULTOS,1
1551,MAGDALENA,SANTA MARTA (CT),47001000,CONTUNDENTES,31/01/2010,MASCULINO,ADULTOS,2
1552,META,CABUYARO,50124000,CONTUNDENTES,31/01/2010,FEMENINO,ADULTOS,1
1553,META,LEJANÍAS,50400000,CONTUNDENTES,31/01/2010,MASCULINO,ADULTOS,1
1554,META,VILLAVICENCIO (CT),50001000,CONTUNDENTES,31/01/2010,FEMENINO,ADULTOS,6
1555,NARIÑO,IPIALES,52356000,CONTUNDENTES,31/01/2010,FEMENINO,ADULTOS,2
1556,NARIÑO,IPIALES,52356000,CONTUNDENTES,31/01/2010,MASCULINO,ADULTOS,1
1557,NARIÑO,PASTO (CT),52001000,CONTUNDENTES,31/01/2010,FEMENINO,ADULTOS,2
1558,NORTE DE SANTANDER,CÚCUTA (CT),54001000,CONTUNDENTES,31/01/2010,MASCULINO,ADULTOS,1
1559,RISARALDA,PEREIRA (CT),66001000,CONTUNDENTES,31/01/2010,FEMENINO,ADULTOS,1
1560,RISARALDA,SANTA ROSA DE CABAL,66682000,CONTUNDENTES,31/01/2010,FEMENINO,ADULTOS,1
1561,SANTANDER,BARRANCABERMEJA,68081000,CONTUNDENTES,31/01/2010,FEMENINO,ADULTOS,3
1562,SANTANDER,BUCARAMANGA (CT),68001000,CONTUNDENTES,31/01/2010,FEMENINO,ADULTOS,2
1563,SANTANDER,EL PLAYÓN,68255000,CONTUNDENTES,31/01/2010,FEMENINO,ADULTOS,1
1564,SANTANDER,FLORIDABLANCA,68276000,CONTUNDENTES,31/01/2010,FEMENINO,ADULTOS,1
1565,SANTANDER,SAN ANDRÉS,68669000,CONTUNDENTES,31/01/2010,FEMENINO,ADULTOS,1
1566,SUCRE,EL ROBLE,70233000,CONTUNDENTES,31/01/2010,FEMENINO,ADULTOS,1
1567,SUCRE,SINCELEJO (CT),70001000,CONTUNDENTES,31/01/2010,FEMENINO,ADULTOS,2
1568,TOLIMA,IBAGUÉ (CT),73001000,CONTUNDENTES,31/01/2010,FEMENINO,ADULTOS,1
1569,VALLE,CALI (CT),76001000,CONTUNDENTES,31/01/2010,FEMENINO,ADULTOS,3
1570,VALLE,CALI (CT),76001000,CONTUNDENTES,31/01/2010,FEMENINO,MENORES,1
1571,VALLE,CALI (CT),76001000,CONTUNDENTES,31/01/2010,MASCULINO,ADULTOS,4
1572,VALLE,CALI (CT),76001000,CONTUNDENTES,31/01/2010,MASCULINO,MENORES,1
1573,VALLE,DAGUA,76233000,CONTUNDENTES,31/01/2010,FEMENINO,ADULTOS,1
1574,VALLE,FLORIDA,76275000,CONTUNDENTES,31/01/2010,FEMENINO,ADULTOS,1
1575,VALLE,GUADALAJARA DE BUGA,76111000,CONTUNDENTES,31/01/2010,FEMENINO,ADULTOS,2
1576,VALLE,PALMIRA,76520000,CONTUNDENTES,31/01/2010,FEMENINO,ADULTOS,4
1577,VALLE,TULUÁ,76834000,CONTUNDENTES,31/01/2010,FEMENINO,ADULTOS,1
1578,CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,NO REPORTADO,31/01/2010,FEMENINO,ADULTOS,1
1579,CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,NO REPORTADO,31/01/2010,MASCULINO,ADULTOS,1
1580,HUILA,SAN AGUSTÍN,41668000,NO REPORTADO,31/01/2010,FEMENINO,ADULTOS,1
1581,VALLE,CALI (CT),76001000,PUNZANTES,31/01/2010,FEMENINO,ADULTOS,1
1582,ANTIOQUIA,BELLO,5088000,NO REPORTA,31/01/2010,FEMENINO,ADULTOS,1
1583,ANTIOQUIA,ENVIGADO,5266000,NO REPORTA,31/01/2010,MASCULINO,ADULTOS,1
1584,ANTIOQUIA,LA ESTRELLA,5380000,NO REPORTA,31/01/2010,FEMENINO,ADULTOS,1
1585,BOYACÁ,GARAGOA,15299000,ARMA BLANCA / CORTOPUNZANTE,1/02/2010,FEMENINO,ADULTOS,1
1586,VALLE,CALI (CT),76001000,ARMA BLANCA / CORTOPUNZANTE,1/02/2010,FEMENINO,ADULTOS,1
1587,VALLE,PALMIRA,76520000,ARMA BLANCA / CORTOPUNZANTE,1/02/2010,FEMENINO,ADOLESCENTES,1
1588,VALLE,PALMIRA,76520000,ARMA BLANCA / CORTOPUNZANTE,1/02/2010,FEMENINO,ADULTOS,1
1589,VALLE,TULUÁ,76834000,ARMA BLANCA / CORTOPUNZANTE,1/02/2010,FEMENINO,ADULTOS,1
1590,AMAZONAS,LETICIA (CT),91001000,ARMA DE FUEGO,1/02/2010,FEMENINO,ADULTOS,1
1591,ANTIOQUIA,MEDELLÍN (CT),5001000,CONTUNDENTES,1/02/2010,MASCULINO,ADULTOS,1
1592,ANTIOQUIA,NECOCLÍ,5490000,CONTUNDENTES,1/02/2010,FEMENINO,ADULTOS,1
1593,ATLÁNTICO,SOLEDAD,8758000,CONTUNDENTES,1/02/2010,FEMENINO,ADULTOS,1
1594,BOLÍVAR,CARTAGENA (CT),13001000,CONTUNDENTES,1/02/2010,FEMENINO,ADULTOS,1
1595,BOLÍVAR,CARTAGENA (CT),13001000,CONTUNDENTES,1/02/2010,MASCULINO,ADULTOS,1
1596,BOYACÁ,AQUITANIA,15047000,CONTUNDENTES,1/02/2010,FEMENINO,ADULTOS,1
1597,BOYACÁ,CHIQUINQUIRÁ,15176000,CONTUNDENTES,1/02/2010,MASCULINO,ADULTOS,2
1598,BOYACÁ,DUITAMA,15238000,CONTUNDENTES,1/02/2010,FEMENINO,ADULTOS,1
1599,BOYACÁ,SOGAMOSO,15759000,CONTUNDENTES,1/02/2010,FEMENINO,MENORES,1
1600,BOYACÁ,TUNJA (CT),15001000,CONTUNDENTES,1/02/2010,FEMENINO,ADULTOS,2
1601,CAQUETÁ,FLORENCIA (CT),18001000,CONTUNDENTES,1/02/2010,FEMENINO,ADULTOS,1
1602,CASANARE,PAZ DE ARIPORO,85250000,CONTUNDENTES,1/02/2010,MASCULINO,ADULTOS,1
1603,CASANARE,PORE,85263000,CONTUNDENTES,1/02/2010,MASCULINO,ADULTOS,1
1604,CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,CONTUNDENTES,1/02/2010,FEMENINO,ADOLESCENTES,1
1605,CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,CONTUNDENTES,1/02/2010,FEMENINO,ADULTOS,5
1606,CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,CONTUNDENTES,1/02/2010,MASCULINO,ADOLESCENTES,1
1607,CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,CONTUNDENTES,1/02/2010,MASCULINO,ADULTOS,1
1608,GUAJIRA,URUMITA,44855000,CONTUNDENTES,1/02/2010,FEMENINO,ADULTOS,1
1609,HUILA,GIGANTE,41306000,CONTUNDENTES,1/02/2010,FEMENINO,ADULTOS,1
1610,HUILA,LA PLATA,41396000,CONTUNDENTES,1/02/2010,FEMENINO,ADULTOS,1
1611,HUILA,NEIVA (CT),41001000,CONTUNDENTES,1/02/2010,FEMENINO,ADULTOS,1
1612,MAGDALENA,EL BANCO,47245000,CONTUNDENTES,1/02/2010,MASCULINO,ADULTOS,1
1613,MAGDALENA,SANTA MARTA (CT),47001000,CONTUNDENTES,1/02/2010,FEMENINO,ADULTOS,1
1614,META,VILLAVICENCIO (CT),50001000,CONTUNDENTES,1/02/2010,FEMENINO,ADULTOS,7
1615,META,VILLAVICENCIO (CT),50001000,CONTUNDENTES,1/02/2010,MASCULINO,ADULTOS,2
1616,NORTE DE SANTANDER,CÚCUTA (CT),54001000,CONTUNDENTES,1/02/2010,FEMENINO,ADULTOS,1
1617,NORTE DE SANTANDER,OCAÑA,54498000,CONTUNDENTES,1/02/2010,FEMENINO,ADULTOS,1
1618,NORTE DE SANTANDER,PAMPLONA,54518000,CONTUNDENTES,1/02/2010,MASCULINO,ADULTOS,1
1619,NORTE DE SANTANDER,TIBÚ,54810000,CONTUNDENTES,1/02/2010,MASCULINO,ADULTOS,1
1620,RISARALDA,PEREIRA (CT),66001000,CONTUNDENTES,1/02/2010,FEMENINO,ADULTOS,3
1621,SANTANDER,BARRANCABERMEJA,68081000,CONTUNDENTES,1/02/2010,FEMENINO,ADULTOS,2
1622,SANTANDER,BUCARAMANGA (CT),68001000,CONTUNDENTES,1/02/2010,FEMENINO,ADULTOS,1
1623,SANTANDER,BUCARAMANGA (CT),68001000,CONTUNDENTES,1/02/2010,MASCULINO,ADOLESCENTES,1
1624,SANTANDER,BUCARAMANGA (CT),68001000,CONTUNDENTES,1/02/2010,MASCULINO,MENORES,1
1625,SANTANDER,GIRÓN,68307000,CONTUNDENTES,1/02/2010,FEMENINO,ADULTOS,1
1626,SANTANDER,GIRÓN,68307000,CONTUNDENTES,1/02/2010,MASCULINO,MENORES,1
1627,SUCRE,SINCELEJO (CT),70001000,CONTUNDENTES,1/02/2010,FEMENINO,ADULTOS,1
1628,SUCRE,SINCELEJO (CT),70001000,CONTUNDENTES,1/02/2010,MASCULINO,ADULTOS,1
1629,TOLIMA,IBAGUÉ (CT),73001000,CONTUNDENTES,1/02/2010,FEMENINO,ADULTOS,1
1630,VALLE,CALI (CT),76001000,CONTUNDENTES,1/02/2010,FEMENINO,ADULTOS,5
1631,VALLE,CANDELARIA,76130000,CONTUNDENTES,1/02/2010,FEMENINO,ADULTOS,1
1632,VALLE,DAGUA,76233000,CONTUNDENTES,1/02/2010,MASCULINO,ADULTOS,1
1633,VALLE,EL CERRITO,76248000,CONTUNDENTES,1/02/2010,FEMENINO,ADULTOS,1
1634,VALLE,GUADALAJARA DE BUGA,76111000,CONTUNDENTES,1/02/2010,FEMENINO,ADULTOS,2
1635,VALLE,PALMIRA,76520000,CONTUNDENTES,1/02/2010,FEMENINO,ADULTOS,2
1636,VICHADA,PUERTO CARREÑO (CT),99001000,CONTUNDENTES,1/02/2010,FEMENINO,ADULTOS,1
1637,ANTIOQUIA,TURBO,5837000,NO REPORTADO,1/02/2010,FEMENINO,ADULTOS,1
1638,CHOCÓ,QUIBDÓ (CT),27001000,NO REPORTADO,1/02/2010,FEMENINO,ADULTOS,1
1639,SANTANDER,FLORIDABLANCA,68276000,NO REPORTADO,1/02/2010,FEMENINO,ADULTOS,1
1640,SUCRE,SINCELEJO (CT),70001000,NO REPORTADO,1/02/2010,FEMENINO,ADULTOS,1
1641,CALDAS,RISARALDA,17616000,SIN EMPLEO DE ARMAS,1/02/2010,FEMENINO,ADULTOS,1
1642,VALLE,CALI (CT),76001000,ARMA BLANCA / CORTOPUNZANTE,2/02/2010,MASCULINO,ADULTOS,1
1643,SANTANDER,BUCARAMANGA (CT),68001000,ARMA DE FUEGO,2/02/2010,FEMENINO,ADULTOS,1
1644,ATLÁNTICO,SOLEDAD,8758000,CONTUNDENTES,2/02/2010,FEMENINO,ADULTOS,1
1645,BOLÍVAR,CARTAGENA (CT),13001000,CONTUNDENTES,2/02/2010,FEMENINO,ADULTOS,1
1646,BOYACÁ,DUITAMA,15238000,CONTUNDENTES,2/02/2010,FEMENINO,ADULTOS,3
