,DEPARTAMENTO,MUNICIPIO,CODIGO DANE,ARMAS MEDIOS,FECHA HECHO,GENERO,GRUPO ETARIO,CANTIDAD
1647,BOYACÁ,SANTA ROSA DE VITERBO,15693000,CONTUNDENTES,2/02/2010,FEMENINO,ADULTOS,1
1648,BOYACÁ,SOGAMOSO,15759000,CONTUNDENTES,2/02/2010,FEMENINO,ADULTOS,1
1649,BOYACÁ,TUNJA (CT),15001000,CONTUNDENTES,2/02/2010,FEMENINO,ADULTOS,1
1650,CALDAS,MANIZALES (CT),17001000,CONTUNDENTES,2/02/2010,FEMENINO,ADULTOS,1
1651,CAQUETÁ,FLORENCIA (CT),18001000,CONTUNDENTES,2/02/2010,FEMENINO,ADULTOS,3
1652,CESAR,VALLEDUPAR (CT),20001000,CONTUNDENTES,2/02/2010,FEMENINO,ADULTOS,1
1653,CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,CONTUNDENTES,2/02/2010,FEMENINO,ADULTOS,6
1654,CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,CONTUNDENTES,2/02/2010,MASCULINO,ADULTOS,1
1655,GUAJIRA,EL MOLINO,44110000,CONTUNDENTES,2/02/2010,FEMENINO,ADULTOS,1
1656,HUILA,GIGANTE,41306000,CONTUNDENTES,2/02/2010,FEMENINO,ADULTOS,1
1657,HUILA,NEIVA (CT),41001000,CONTUNDENTES,2/02/2010,FEMENINO,ADULTOS,2
1658,HUILA,NEIVA (CT),41001000,CONTUNDENTES,2/02/2010,MASCULINO,ADULTOS,1
1659,MAGDALENA,SANTA MARTA (CT),47001000,CONTUNDENTES,2/02/2010,FEMENINO,ADULTOS,1
1660,META,VILLAVICENCIO (CT),50001000,CONTUNDENTES,2/02/2010,FEMENINO,ADULTOS,5
1661,NARIÑO,PASTO (CT),52001000,CONTUNDENTES,2/02/2010,FEMENINO,ADULTOS,1
1662,NORTE DE SANTANDER,EL TARRA,54250000,CONTUNDENTES,2/02/2010,FEMENINO,ADULTOS,1
1663,NORTE DE SANTANDER,OCAÑA,54498000,CONTUNDENTES,2/02/2010,FEMENINO,ADULTOS,1
1664,PUTUMAYO,SANTIAGO,86760000,CONTUNDENTES,2/02/2010,FEMENINO,ADULTOS,1
1665,QUINDÍO,CIRCASIA,63190000,CONTUNDENTES,2/02/2010,MASCULINO,ADULTOS,1
1666,RISARALDA,BELÉN DE UMBRÍA,66088000,CONTUNDENTES,2/02/2010,FEMENINO,ADULTOS,1
1667,RISARALDA,DOSQUEBRADAS,66170000,CONTUNDENTES,2/02/2010,FEMENINO,ADULTOS,1
1668,RISARALDA,DOSQUEBRADAS,66170000,CONTUNDENTES,2/02/2010,MASCULINO,ADULTOS,1
1669,RISARALDA,GUÁTICA,66318000,CONTUNDENTES,2/02/2010,FEMENINO,ADULTOS,1
1670,RISARALDA,PEREIRA (CT),66001000,CONTUNDENTES,2/02/2010,FEMENINO,ADULTOS,6
1671,SANTANDER,BUCARAMANGA (CT),68001000,CONTUNDENTES,2/02/2010,FEMENINO,ADULTOS,2
1672,SANTANDER,FLORIDABLANCA,68276000,CONTUNDENTES,2/02/2010,FEMENINO,ADULTOS,1
1673,SANTANDER,ONZAGA,68502000,CONTUNDENTES,2/02/2010,FEMENINO,ADULTOS,1
1674,VALLE,CALI (CT),76001000,CONTUNDENTES,2/02/2010,FEMENINO,ADOLESCENTES,1
1675,VALLE,CALI (CT),76001000,CONTUNDENTES,2/02/2010,FEMENINO,ADULTOS,7
1676,VALLE,CALI (CT),76001000,CONTUNDENTES,2/02/2010,MASCULINO,MENORES,1
1677,VALLE,EL CERRITO,76248000,CONTUNDENTES,2/02/2010,MASCULINO,ADULTOS,1
1678,VALLE,PALMIRA,76520000,CONTUNDENTES,2/02/2010,FEMENINO,ADULTOS,1
1679,VALLE,TULUÁ,76834000,CONTUNDENTES,2/02/2010,FEMENINO,ADULTOS,1
1680,BOYACÁ,PUERTO BOYACÁ,15572000,NO REPORTADO,2/02/2010,FEMENINO,ADULTOS,1
1681,VICHADA,PUERTO CARREÑO (CT),99001000,NO REPORTADO,2/02/2010,FEMENINO,ADULTOS,1
1682,SUCRE,SINCELEJO (CT),70001000,NO REPORTA,2/02/2010,FEMENINO,ADULTOS,1
1683,VALLE,CALI (CT),76001000,ARMA BLANCA / CORTOPUNZANTE,3/02/2010,FEMENINO,ADULTOS,1
1684,VALLE,TULUÁ,76834000,ARMA BLANCA / CORTOPUNZANTE,3/02/2010,MASCULINO,ADULTOS,1
1685,SANTANDER,GAMBITA,68298000,ARMA DE FUEGO,3/02/2010,MASCULINO,MENORES,1
1686,AMAZONAS,LETICIA (CT),91001000,CONTUNDENTES,3/02/2010,MASCULINO,ADULTOS,1
1687,ANTIOQUIA,APARTADÓ,5045000,CONTUNDENTES,3/02/2010,MASCULINO,MENORES,1
1688,ANTIOQUIA,CONCORDIA,5209000,CONTUNDENTES,3/02/2010,MASCULINO,ADULTOS,1
1689,ANTIOQUIA,ITAGUI,5360000,CONTUNDENTES,3/02/2010,FEMENINO,ADULTOS,1
1690,ANTIOQUIA,LIBORINA,5411000,CONTUNDENTES,3/02/2010,FEMENINO,ADULTOS,1
1691,BOLÍVAR,CARTAGENA (CT),13001000,CONTUNDENTES,3/02/2010,FEMENINO,ADULTOS,1
1692,BOYACÁ,CAMPOHERMOSO,15135000,CONTUNDENTES,3/02/2010,FEMENINO,ADULTOS,1
1693,BOYACÁ,DUITAMA,15238000,CONTUNDENTES,3/02/2010,FEMENINO,ADULTOS,1
1694,BOYACÁ,DUITAMA,15238000,CONTUNDENTES,3/02/2010,MASCULINO,ADOLESCENTES,1
1695,BOYACÁ,SANTANA,15686000,CONTUNDENTES,3/02/2010,FEMENINO,ADULTOS,1
1696,BOYACÁ,SOGAMOSO,15759000,CONTUNDENTES,3/02/2010,FEMENINO,ADULTOS,2
1697,BOYACÁ,TUNJA (CT),15001000,CONTUNDENTES,3/02/2010,FEMENINO,ADULTOS,2
1698,BOYACÁ,TUNJA (CT),15001000,CONTUNDENTES,3/02/2010,MASCULINO,ADULTOS,1
1699,CALDAS,LA DORADA,17380000,CONTUNDENTES,3/02/2010,MASCULINO,ADULTOS,1
1700,CAQUETÁ,FLORENCIA (CT),18001000,CONTUNDENTES,3/02/2010,FEMENINO,ADULTOS,2
1701,CESAR,VALLEDUPAR (CT),20001000,CONTUNDENTES,3/02/2010,FEMENINO,ADULTOS,1
1702,CÓRDOBA,MONTERÍA (CT),23001000,CONTUNDENTES,3/02/2010,FEMENINO,ADULTOS,1
1703,CÓRDOBA,MONTERÍA (CT),23001000,CONTUNDENTES,3/02/2010,MASCULINO,ADULTOS,1
1704,CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,CONTUNDENTES,3/02/2010,FEMENINO,ADULTOS,9
1705,CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,CONTUNDENTES,3/02/2010,MASCULINO,ADULTOS,1
1706,GUAJIRA,MAICAO,44430000,CONTUNDENTES,3/02/2010,FEMENINO,ADULTOS,1
1707,HUILA,LA PLATA,41396000,CONTUNDENTES,3/02/2010,FEMENINO,ADULTOS,1
1708,HUILA,NEIVA (CT),41001000,CONTUNDENTES,3/02/2010,FEMENINO,ADULTOS,1
1709,META,VILLAVICENCIO (CT),50001000,CONTUNDENTES,3/02/2010,FEMENINO,ADULTOS,3
1710,NARIÑO,TÚQUERRES,52838000,CONTUNDENTES,3/02/2010,FEMENINO,ADULTOS,1
1711,PUTUMAYO,SANTIAGO,86760000,CONTUNDENTES,3/02/2010,FEMENINO,ADULTOS,1
1712,RISARALDA,DOSQUEBRADAS,66170000,CONTUNDENTES,3/02/2010,FEMENINO,ADULTOS,4
1713,RISARALDA,DOSQUEBRADAS,66170000,CONTUNDENTES,3/02/2010,MASCULINO,ADULTOS,1
1714,RISARALDA,PEREIRA (CT),66001000,CONTUNDENTES,3/02/2010,FEMENINO,ADULTOS,3
1715,RISARALDA,PEREIRA (CT),66001000,CONTUNDENTES,3/02/2010,MASCULINO,ADULTOS,1
1716,RISARALDA,SANTA ROSA DE CABAL,66682000,CONTUNDENTES,3/02/2010,MASCULINO,ADULTOS,1
1717,SANTANDER,BUCARAMANGA (CT),68001000,CONTUNDENTES,3/02/2010,FEMENINO,ADULTOS,2
1718,SANTANDER,LA BELLEZA,68377000,CONTUNDENTES,3/02/2010,MASCULINO,MENORES,1
1719,SANTANDER,SABANA DE TORRES,68655000,CONTUNDENTES,3/02/2010,FEMENINO,ADULTOS,1
1720,SUCRE,SAMPUÉS,70670000,CONTUNDENTES,3/02/2010,FEMENINO,ADULTOS,1
1721,SUCRE,SANTIAGO DE TOLÚ,70820000,CONTUNDENTES,3/02/2010,FEMENINO,ADULTOS,1
1722,SUCRE,SINCELEJO (CT),70001000,CONTUNDENTES,3/02/2010,FEMENINO,ADULTOS,2
1723,VALLE,ANDALUCÍA,76036000,CONTUNDENTES,3/02/2010,FEMENINO,ADULTOS,1
1724,VALLE,BOLÍVAR,76100000,CONTUNDENTES,3/02/2010,FEMENINO,ADULTOS,1
1725,VALLE,CALI (CT),76001000,CONTUNDENTES,3/02/2010,FEMENINO,ADULTOS,5
1726,VALLE,CALI (CT),76001000,CONTUNDENTES,3/02/2010,MASCULINO,ADULTOS,2
1727,VALLE,CALI (CT),76001000,CONTUNDENTES,3/02/2010,MASCULINO,MENORES,1
1728,VALLE,GUADALAJARA DE BUGA,76111000,CONTUNDENTES,3/02/2010,FEMENINO,ADOLESCENTES,1
1729,VALLE,PALMIRA,76520000,CONTUNDENTES,3/02/2010,FEMENINO,ADULTOS,3
1730,VALLE,PALMIRA,76520000,CONTUNDENTES,3/02/2010,MASCULINO,ADULTOS,1
1731,VALLE,TULUÁ,76834000,CONTUNDENTES,3/02/2010,FEMENINO,ADULTOS,1
1732,BOLÍVAR,CARTAGENA (CT),13001000,NO REPORTADO,3/02/2010,FEMENINO,ADULTOS,1
1733,CUNDINAMARCA,FUSAGASUGÁ,25290000,NO REPORTADO,3/02/2010,FEMENINO,ADULTOS,1
1734,CUNDINAMARCA,FUSAGASUGÁ,25290000,NO REPORTADO,3/02/2010,MASCULINO,ADULTOS,1
1735,SANTANDER,BARRANCABERMEJA,68081000,NO REPORTADO,3/02/2010,MASCULINO,MENORES,1
1736,SANTANDER,PIEDECUESTA,68547000,NO REPORTADO,3/02/2010,MASCULINO,ADULTOS,1
1737,CESAR,VALLEDUPAR (CT),20001000,PUNZANTES,3/02/2010,FEMENINO,ADULTOS,1
1738,CAQUETÁ,FLORENCIA (CT),18001000,ARMA BLANCA / CORTOPUNZANTE,4/02/2010,FEMENINO,ADULTOS,1
1739,VALLE,CALI (CT),76001000,ARMA BLANCA / CORTOPUNZANTE,4/02/2010,FEMENINO,ADULTOS,2
1740,VALLE,TULUÁ,76834000,ARMA BLANCA / CORTOPUNZANTE,4/02/2010,MASCULINO,ADULTOS,1
1741,ANTIOQUIA,APARTADÓ,5045000,CONTUNDENTES,4/02/2010,MASCULINO,ADULTOS,1
1742,ANTIOQUIA,CISNEROS,5190000,CONTUNDENTES,4/02/2010,FEMENINO,MENORES,1
1743,ANTIOQUIA,ITAGUI,5360000,CONTUNDENTES,4/02/2010,FEMENINO,ADULTOS,1
1744,ANTIOQUIA,MEDELLÍN (CT),5001000,CONTUNDENTES,4/02/2010,FEMENINO,ADULTOS,1
1745,ARAUCA,ARAUCA (CT),81001000,CONTUNDENTES,4/02/2010,FEMENINO,ADULTOS,3
1746,BOLÍVAR,CARTAGENA (CT),13001000,CONTUNDENTES,4/02/2010,FEMENINO,ADULTOS,2
1747,BOYACÁ,DUITAMA,15238000,CONTUNDENTES,4/02/2010,FEMENINO,ADULTOS,2
1748,BOYACÁ,TUNJA (CT),15001000,CONTUNDENTES,4/02/2010,MASCULINO,ADULTOS,2
1749,BOYACÁ,ZETAQUIRA,15897000,CONTUNDENTES,4/02/2010,MASCULINO,ADULTOS,1
1750,CALDAS,MANIZALES (CT),17001000,CONTUNDENTES,4/02/2010,FEMENINO,ADULTOS,1
1751,CAQUETÁ,FLORENCIA (CT),18001000,CONTUNDENTES,4/02/2010,FEMENINO,ADULTOS,1
1752,CASANARE,AGUAZUL,85010000,CONTUNDENTES,4/02/2010,FEMENINO,ADOLESCENTES,1
1753,CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,CONTUNDENTES,4/02/2010,FEMENINO,ADULTOS,6
1754,GUAJIRA,HATONUEVO,44378000,CONTUNDENTES,4/02/2010,FEMENINO,ADULTOS,1
1755,GUAJIRA,RIOHACHA (CT),44001000,CONTUNDENTES,4/02/2010,FEMENINO,ADULTOS,1
1756,GUAJIRA,SAN JUAN DEL CESAR,44650000,CONTUNDENTES,4/02/2010,FEMENINO,ADULTOS,1
1757,META,GRANADA,50313000,CONTUNDENTES,4/02/2010,FEMENINO,ADULTOS,1
1758,META,PUERTO GAITÁN,50568000,CONTUNDENTES,4/02/2010,FEMENINO,ADULTOS,1
1759,META,VILLAVICENCIO (CT),50001000,CONTUNDENTES,4/02/2010,FEMENINO,ADULTOS,2
1760,META,VILLAVICENCIO (CT),50001000,CONTUNDENTES,4/02/2010,MASCULINO,ADULTOS,1
1761,NARIÑO,IPIALES,52356000,CONTUNDENTES,4/02/2010,FEMENINO,ADULTOS,1
1762,NARIÑO,PASTO (CT),52001000,CONTUNDENTES,4/02/2010,FEMENINO,ADULTOS,1
1763,NORTE DE SANTANDER,CÁCOTA,54125000,CONTUNDENTES,4/02/2010,FEMENINO,ADULTOS,1
1764,NORTE DE SANTANDER,CÚCUTA (CT),54001000,CONTUNDENTES,4/02/2010,FEMENINO,ADULTOS,1
1765,NORTE DE SANTANDER,PAMPLONA,54518000,CONTUNDENTES,4/02/2010,MASCULINO,ADULTOS,1
1766,PUTUMAYO,SANTIAGO,86760000,CONTUNDENTES,4/02/2010,FEMENINO,ADULTOS,1
1767,RISARALDA,PEREIRA (CT),66001000,CONTUNDENTES,4/02/2010,FEMENINO,ADULTOS,2
1768,SANTANDER,BARRANCABERMEJA,68081000,CONTUNDENTES,4/02/2010,FEMENINO,ADULTOS,1
1769,SANTANDER,BUCARAMANGA (CT),68001000,CONTUNDENTES,4/02/2010,MASCULINO,MENORES,1
1770,SANTANDER,FLORIDABLANCA,68276000,CONTUNDENTES,4/02/2010,FEMENINO,ADULTOS,1
1771,SANTANDER,MOGOTES,68464000,CONTUNDENTES,4/02/2010,MASCULINO,ADULTOS,1
1772,SUCRE,OVEJAS,70508000,CONTUNDENTES,4/02/2010,FEMENINO,ADULTOS,1
1773,SUCRE,SAMPUÉS,70670000,CONTUNDENTES,4/02/2010,FEMENINO,ADULTOS,1
1774,SUCRE,SAN MARCOS,70708000,CONTUNDENTES,4/02/2010,FEMENINO,ADULTOS,1
1775,SUCRE,SINCELEJO (CT),70001000,CONTUNDENTES,4/02/2010,FEMENINO,ADULTOS,2
1776,VALLE,BUGALAGRANDE,76113000,CONTUNDENTES,4/02/2010,FEMENINO,ADOLESCENTES,1
1777,VALLE,CALI (CT),76001000,CONTUNDENTES,4/02/2010,FEMENINO,ADULTOS,4
1778,VALLE,CALI (CT),76001000,CONTUNDENTES,4/02/2010,MASCULINO,ADULTOS,2
1779,VALLE,GUADALAJARA DE BUGA,76111000,CONTUNDENTES,4/02/2010,FEMENINO,ADULTOS,1
1780,VALLE,PALMIRA,76520000,CONTUNDENTES,4/02/2010,FEMENINO,ADULTOS,3
1781,VALLE,ROLDANILLO,76622000,CONTUNDENTES,4/02/2010,FEMENINO,ADULTOS,2
1782,CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,CORTOPUNZANTES,4/02/2010,FEMENINO,ADULTOS,1
1783,BOYACÁ,TUNJA (CT),15001000,NO REPORTADO,4/02/2010,FEMENINO,ADULTOS,1
1784,HUILA,GARZÓN,41298000,NO REPORTADO,4/02/2010,MASCULINO,ADULTOS,1
1785,SANTANDER,BARRANCABERMEJA,68081000,NO REPORTADO,4/02/2010,FEMENINO,ADOLESCENTES,1
1786,SANTANDER,BARRANCABERMEJA,68081000,NO REPORTADO,4/02/2010,FEMENINO,ADULTOS,1
1787,SUCRE,SANTIAGO DE TOLÚ,70820000,ARMA BLANCA / CORTOPUNZANTE,5/02/2010,MASCULINO,ADULTOS,1
1788,SUCRE,SINCELEJO (CT),70001000,ARMA BLANCA / CORTOPUNZANTE,5/02/2010,FEMENINO,ADULTOS,1
1789,AMAZONAS,LETICIA (CT),91001000,CONTUNDENTES,5/02/2010,FEMENINO,ADULTOS,2
1790,ARAUCA,ARAUCA (CT),81001000,CONTUNDENTES,5/02/2010,FEMENINO,ADULTOS,1
1791,ARAUCA,ARAUCA (CT),81001000,CONTUNDENTES,5/02/2010,MASCULINO,ADULTOS,1
1792,BOLÍVAR,CARTAGENA (CT),13001000,CONTUNDENTES,5/02/2010,FEMENINO,ADULTOS,1
1793,BOLÍVAR,MAGANGUÉ,13430000,CONTUNDENTES,5/02/2010,FEMENINO,ADULTOS,1
1794,BOYACÁ,DUITAMA,15238000,CONTUNDENTES,5/02/2010,FEMENINO,ADULTOS,1
1795,BOYACÁ,SOTAQUIRÁ,15763000,CONTUNDENTES,5/02/2010,FEMENINO,ADULTOS,1
1796,BOYACÁ,TUNJA (CT),15001000,CONTUNDENTES,5/02/2010,FEMENINO,ADULTOS,1
1797,CAQUETÁ,FLORENCIA (CT),18001000,CONTUNDENTES,5/02/2010,FEMENINO,ADULTOS,1
1798,CASANARE,AGUAZUL,85010000,CONTUNDENTES,5/02/2010,FEMENINO,ADULTOS,1
1799,CASANARE,AGUAZUL,85010000,CONTUNDENTES,5/02/2010,MASCULINO,MENORES,3
1800,CASANARE,PAZ DE ARIPORO,85250000,CONTUNDENTES,5/02/2010,FEMENINO,ADULTOS,1
1801,CASANARE,PORE,85263000,CONTUNDENTES,5/02/2010,FEMENINO,ADOLESCENTES,1
1802,CASANARE,TRINIDAD,85430000,CONTUNDENTES,5/02/2010,FEMENINO,ADULTOS,1
1803,CESAR,VALLEDUPAR (CT),20001000,CONTUNDENTES,5/02/2010,FEMENINO,ADULTOS,1
1804,CESAR,VALLEDUPAR (CT),20001000,CONTUNDENTES,5/02/2010,MASCULINO,ADULTOS,2
1805,CÓRDOBA,MONTERÍA (CT),23001000,CONTUNDENTES,5/02/2010,FEMENINO,ADULTOS,1
1806,CÓRDOBA,SAHAGÚN,23660000,CONTUNDENTES,5/02/2010,MASCULINO,ADULTOS,1
1807,CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,CONTUNDENTES,5/02/2010,FEMENINO,ADULTOS,4
1808,GUAJIRA,MAICAO,44430000,CONTUNDENTES,5/02/2010,FEMENINO,ADULTOS,1
1809,HUILA,ISNOS,41359000,CONTUNDENTES,5/02/2010,FEMENINO,ADULTOS,1
1810,HUILA,NEIVA (CT),41001000,CONTUNDENTES,5/02/2010,FEMENINO,ADULTOS,1
1811,HUILA,PITALITO,41551000,CONTUNDENTES,5/02/2010,FEMENINO,ADULTOS,1
1812,META,GRANADA,50313000,CONTUNDENTES,5/02/2010,FEMENINO,ADULTOS,1
1813,META,RESTREPO,50606000,CONTUNDENTES,5/02/2010,FEMENINO,ADULTOS,1
1814,META,VILLAVICENCIO (CT),50001000,CONTUNDENTES,5/02/2010,FEMENINO,ADULTOS,4
1815,NORTE DE SANTANDER,CÚCUTA (CT),54001000,CONTUNDENTES,5/02/2010,FEMENINO,ADULTOS,1
1816,NORTE DE SANTANDER,OCAÑA,54498000,CONTUNDENTES,5/02/2010,FEMENINO,ADULTOS,1
1817,PUTUMAYO,SANTIAGO,86760000,CONTUNDENTES,5/02/2010,FEMENINO,ADULTOS,1
1818,QUINDÍO,QUIMBAYA,63594000,CONTUNDENTES,5/02/2010,FEMENINO,ADULTOS,1
1819,RISARALDA,PEREIRA (CT),66001000,CONTUNDENTES,5/02/2010,FEMENINO,ADULTOS,2
1820,RISARALDA,SANTA ROSA DE CABAL,66682000,CONTUNDENTES,5/02/2010,FEMENINO,ADULTOS,1
1821,SANTANDER,BARBOSA,68077000,CONTUNDENTES,5/02/2010,FEMENINO,ADULTOS,1
1822,SANTANDER,BARRANCABERMEJA,68081000,CONTUNDENTES,5/02/2010,FEMENINO,ADULTOS,1
1823,SUCRE,SAMPUÉS,70670000,CONTUNDENTES,5/02/2010,MASCULINO,ADULTOS,1
1824,SUCRE,SINCELEJO (CT),70001000,CONTUNDENTES,5/02/2010,FEMENINO,ADULTOS,2
1825,SUCRE,SINCELEJO (CT),70001000,CONTUNDENTES,5/02/2010,MASCULINO,ADULTOS,1
1826,TOLIMA,IBAGUÉ (CT),73001000,CONTUNDENTES,5/02/2010,MASCULINO,ADULTOS,1
1827,TOLIMA,MELGAR,73449000,CONTUNDENTES,5/02/2010,MASCULINO,MENORES,1
1828,VALLE,CALI (CT),76001000,CONTUNDENTES,5/02/2010,FEMENINO,ADOLESCENTES,1
1829,VALLE,CALI (CT),76001000,CONTUNDENTES,5/02/2010,FEMENINO,ADULTOS,6
1830,VALLE,CALI (CT),76001000,CONTUNDENTES,5/02/2010,MASCULINO,ADULTOS,1
1831,VALLE,PALMIRA,76520000,CONTUNDENTES,5/02/2010,MASCULINO,ADULTOS,1
1832,VALLE,TULUÁ,76834000,CONTUNDENTES,5/02/2010,FEMENINO,ADULTOS,1
1833,ANTIOQUIA,ITAGUI,5360000,CORTANTES,5/02/2010,FEMENINO,ADULTOS,1
1834,ATLÁNTICO,SOLEDAD,8758000,NO REPORTADO,5/02/2010,FEMENINO,ADULTOS,1
1835,ANTIOQUIA,ENVIGADO,5266000,NO REPORTA,5/02/2010,FEMENINO,ADULTOS,1
1836,CAQUETÁ,FLORENCIA (CT),18001000,ARMA BLANCA / CORTOPUNZANTE,6/02/2010,FEMENINO,ADULTOS,1
1837,CESAR,VALLEDUPAR (CT),20001000,ARMA BLANCA / CORTOPUNZANTE,6/02/2010,FEMENINO,ADULTOS,1
1838,AMAZONAS,LETICIA (CT),91001000,CONTUNDENTES,6/02/2010,FEMENINO,ADULTOS,1
1839,ANTIOQUIA,MEDELLÍN (CT),5001000,CONTUNDENTES,6/02/2010,FEMENINO,ADULTOS,2
1840,ARAUCA,ARAUCA (CT),81001000,CONTUNDENTES,6/02/2010,FEMENINO,ADULTOS,2
1841,BOLÍVAR,MARÍA LA BAJA,13442000,CONTUNDENTES,6/02/2010,FEMENINO,ADULTOS,1
1842,BOYACÁ,DUITAMA,15238000,CONTUNDENTES,6/02/2010,FEMENINO,ADULTOS,3
1843,BOYACÁ,NOBSA,15491000,CONTUNDENTES,6/02/2010,FEMENINO,ADULTOS,1
1844,BOYACÁ,SOGAMOSO,15759000,CONTUNDENTES,6/02/2010,FEMENINO,ADULTOS,2
1845,BOYACÁ,SOGAMOSO,15759000,CONTUNDENTES,6/02/2010,MASCULINO,ADULTOS,1
1846,BOYACÁ,TUNJA (CT),15001000,CONTUNDENTES,6/02/2010,FEMENINO,ADULTOS,3
1847,CALDAS,MANIZALES (CT),17001000,CONTUNDENTES,6/02/2010,FEMENINO,ADULTOS,1
1848,CAQUETÁ,FLORENCIA (CT),18001000,CONTUNDENTES,6/02/2010,FEMENINO,ADOLESCENTES,1
1849,CAQUETÁ,FLORENCIA (CT),18001000,CONTUNDENTES,6/02/2010,FEMENINO,ADULTOS,3
1850,CASANARE,AGUAZUL,85010000,CONTUNDENTES,6/02/2010,MASCULINO,MENORES,1
1851,CASANARE,YOPAL (CT),85001000,CONTUNDENTES,6/02/2010,FEMENINO,ADULTOS,1
1852,CESAR,VALLEDUPAR (CT),20001000,CONTUNDENTES,6/02/2010,FEMENINO,ADULTOS,1
1853,CÓRDOBA,MONTERÍA (CT),23001000,CONTUNDENTES,6/02/2010,FEMENINO,ADULTOS,1
1854,CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,CONTUNDENTES,6/02/2010,FEMENINO,ADOLESCENTES,1
1855,CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,CONTUNDENTES,6/02/2010,FEMENINO,ADULTOS,10
1856,CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,CONTUNDENTES,6/02/2010,FEMENINO,MENORES,2
1857,CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,CONTUNDENTES,6/02/2010,MASCULINO,ADULTOS,1
1858,CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,CONTUNDENTES,6/02/2010,MASCULINO,MENORES,1
1859,CUNDINAMARCA,CHÍA,25175000,CONTUNDENTES,6/02/2010,FEMENINO,ADULTOS,1
1860,CUNDINAMARCA,FACATATIVÁ,25269000,CONTUNDENTES,6/02/2010,FEMENINO,ADULTOS,1
1861,GUAJIRA,RIOHACHA (CT),44001000,CONTUNDENTES,6/02/2010,MASCULINO,ADULTOS,2
1862,HUILA,PITALITO,41551000,CONTUNDENTES,6/02/2010,FEMENINO,ADULTOS,1
1863,HUILA,PITALITO,41551000,CONTUNDENTES,6/02/2010,FEMENINO,MENORES,1
1864,META,ACACÍAS,50006000,CONTUNDENTES,6/02/2010,MASCULINO,ADULTOS,1
1865,META,CUBARRAL,50223000,CONTUNDENTES,6/02/2010,FEMENINO,ADULTOS,1
1866,META,PUERTO GAITÁN,50568000,CONTUNDENTES,6/02/2010,FEMENINO,ADULTOS,1
1867,META,PUERTO LÓPEZ,50573000,CONTUNDENTES,6/02/2010,FEMENINO,ADULTOS,1
1868,META,VILLAVICENCIO (CT),50001000,CONTUNDENTES,6/02/2010,FEMENINO,ADULTOS,2
1869,META,VILLAVICENCIO (CT),50001000,CONTUNDENTES,6/02/2010,MASCULINO,ADULTOS,1
1870,NORTE DE SANTANDER,OCAÑA,54498000,CONTUNDENTES,6/02/2010,FEMENINO,ADULTOS,1
1871,PUTUMAYO,COLÓN,86219000,CONTUNDENTES,6/02/2010,MASCULINO,ADULTOS,1
1872,PUTUMAYO,SANTIAGO,86760000,CONTUNDENTES,6/02/2010,FEMENINO,ADULTOS,1
1873,RISARALDA,DOSQUEBRADAS,66170000,CONTUNDENTES,6/02/2010,MASCULINO,ADULTOS,1
1874,RISARALDA,QUINCHÍA,66594000,CONTUNDENTES,6/02/2010,FEMENINO,ADULTOS,1
1875,SANTANDER,BUCARAMANGA (CT),68001000,CONTUNDENTES,6/02/2010,FEMENINO,ADULTOS,2
1876,SANTANDER,BUCARAMANGA (CT),68001000,CONTUNDENTES,6/02/2010,MASCULINO,ADULTOS,1
1877,SANTANDER,GIRÓN,68307000,CONTUNDENTES,6/02/2010,FEMENINO,ADULTOS,1
1878,SUCRE,SINCELEJO (CT),70001000,CONTUNDENTES,6/02/2010,FEMENINO,ADULTOS,2
1879,TOLIMA,IBAGUÉ (CT),73001000,CONTUNDENTES,6/02/2010,FEMENINO,ADULTOS,3
1880,TOLIMA,IBAGUÉ (CT),73001000,CONTUNDENTES,6/02/2010,MASCULINO,ADULTOS,1
1881,VALLE,CALI (CT),76001000,CONTUNDENTES,6/02/2010,FEMENINO,ADULTOS,8
1882,VALLE,CALI (CT),76001000,CONTUNDENTES,6/02/2010,MASCULINO,ADULTOS,2
1883,VALLE,GUADALAJARA DE BUGA,76111000,CONTUNDENTES,6/02/2010,FEMENINO,ADULTOS,1
1884,VALLE,GUADALAJARA DE BUGA,76111000,CONTUNDENTES,6/02/2010,MASCULINO,ADULTOS,1
1885,VALLE,PALMIRA,76520000,CONTUNDENTES,6/02/2010,FEMENINO,ADULTOS,2
1886,VALLE,PALMIRA,76520000,CONTUNDENTES,6/02/2010,MASCULINO,ADULTOS,1
1887,VALLE,ROLDANILLO,76622000,CONTUNDENTES,6/02/2010,FEMENINO,ADULTOS,1
1888,VALLE,ROLDANILLO,76622000,CONTUNDENTES,6/02/2010,MASCULINO,ADULTOS,1
